IPO Name,Listing Date,Sector,Retail Quota (%),Issue Price Upper,Listing Price (₹),Closing Price NSE,Listing Gain (%),Listing gains on closing Basis (%),Day Change After Listing (%),QIB Day3 Subscription,HNI/NII Day3 Subscription,Retail Day3 Subscription,Day1 Subscription,Day2 Subscription,Day3 Subscription,GMP percentage D1,GMP percentage D2,GMP percentage D3,GMP percentage D4,GMP percentage D5,Peer PE,Debt/Equity,IPO PE,Latest EBIDTA,PE vs Sector Ratio,"Nifty 3D
Return (%)","Nifty 1W
Return (%)","Nifty 1M
Return (%)","Nifty During
IPO Window (%)",Market Sentiment Score,Issue Size (₹ Cr),Fresh Issue,OFS,GMP Day-1,GMP Day-2,GMP Day-3,GMP Day-4,GMP Day-5,Sentiment Source Note
Manba Finance,30-Sep-24,NBFC/2W Finance,35,120,145.0,152.25,20.83333333333333,26.875,6.041666666666668,148.55,428.81,94.24,24.09,58.17,224.1,216.666667,212.5,216.666667,216.666667,216.666667,18.0,0.45,35.0,18.96,1.9444444444444444,2.06,2.05,4.5,1.06,-0.42,150.84,150.84,0.0,235,245,240,250,260,* Est. FMCG; negative GMP; competitive market; tepid response
Diffusion Engineers,04-Oct-24,Specialty Welding/Engineering,35,168,193.5,203.17,15.17857142857143,20.9345238095238,5.755952380952374,95.74,207.56,85.32,7.16,27.19,114.34,35.714286,36.904762,35.714286,37.5,35.714286,32.45,0.18,20.4,17.04,0.6286594761171032,0.83,2.47,3.97,0.67,0.42,158.0,158.0,0.0,50,70,75,70,63,* Est. Electrical equip; GMP 70; power sector theme; decent retail
Garuda Construction,15-Oct-24,Construction/Real Estate,35,95,105.0,106.36,10.52631578947368,11.95789473684211,1.43157894736842,1.24,9.03,10.81,1.91,4.1,7.55,5.263158,7.368421,10.526316,10.526316,8.421053,27.58,0.35,24.25,32.49,0.8792603335750544,-3.88,-5.28,-1.6,0.75,-0.82,264.1,173.85,90.25,22,22,10,7,5,* Est. EdTech; GMP -146; high burn; loss-making; Twitter/YT: strong avoid
Hyundai Motor India,22-Oct-24,Auto/Passenger Vehicles,10,1960,1819.66,1819.66,-7.160204,-7.160204,0.0,6.97,0.6,0.5,0.18,0.42,2.37,20.408163,15.306122,7.653061,2.55102,0.0,30.0,0.0,26.28,7200.0,0.876,-0.14,-0.2,-1.43,0.03,-0.42,27858.75,0.0,27858.75,75,75,60,65,25,* Est. Solar; negative GMP; commodity risk; moderate concerns
Deepak Builders,28-Oct-24,Construction/EPC,35,203,161.95,161.95,-20.221675,-20.221675,0.0,13.91,82.47,39.79,4.18,12.11,41.54,19.704433,22.167488,24.630542,24.630542,22.167488,25.0,1.2,33.5,85.0,1.34,-2.32,-2.12,-5.33,-0.94,0.42,260.04,217.21,42.83,1400,1400,1450,1450,1350,* Est. Broking/wealth; GMP 32; Nifty bull supports; decent retail buzz
Waaree Energies,28-Oct-24,Solar PV Modules,10,1503,2338.97,2338.97,55.620093,55.620093,0.0,215.03,65.25,11.27,3.41,9.17,79.44,98.469727,93.147039,86.493679,79.840319,79.840319,42.0,0.48,30.87,2200.0,0.735,-2.32,-2.12,-5.33,-0.94,-0.02,4321.44,3600.0,721.44,45,45,55,60,55,* Est. Tech services; negative GMP; moderate buzz
Godavari Biorefineries,30-Oct-24,Ethanol/Biorefinery,35,352,308.0,343.2,-12.5,-2.500000000000003,9.999999999999996,2.76,0.9,1.7,0.27,0.54,1.83,0.0,0.0,0.0,0.0,0.0,35.54,2.55,146.67,8.77,4.126899268429938,-1.12,-2.34,-3.71,-0.3,-0.82,554.75,325.0,229.75,0,0,0,0,0,* Est. Small cap; negative GMP; unclear model; Twitter/YT: avoid
Afcons Infrastructure,04-Nov-24,Construction/EPC,10,463,426.0,474.2,-7.991360691144709,2.419006479481639,10.41036717062635,3.79,5.05,0.94,0.1,0.36,2.63,0.0,1.079914,7.991361,5.399568,4.319654,47.91,0.68,37.86,11.6,0.7902316844082655,-1.19,-2.71,-6.78,1.18,-0.42,5430.0,1250.0,4180.0,50,60,60,20,37,* Est. Prefab construction; negative GMP; affordable housing moderate interest
Sagility India,12-Nov-24,Healthcare IT BPO,10,30,31.06,29.32,3.533333333333329,-2.266666666666666,-5.799999999999995,3.52,1.93,4.14,0.22,0.52,3.2,6.666667,6.666667,6.666667,3.333333,3.333333,35.0,0.34,56.6,23.48,1.6171428571428572,-1.42,-1.41,-4.97,2.04,0.82,2106.6,2106.6,0.0,0,0,0,0,0,* Est. Recycling/ESG; GMP 86; circular economy; retail Subscribe buzz YT
Swiggy,13-Nov-24,Food Delivery/Quick Commerce,10,390,420.0,456.0,7.692307692307693,16.92307692307692,9.23076923076923,6.02,0.41,1.14,0.12,0.35,3.59,0.0,1.794872,2.564103,3.846154,4.615385,38.0,0.03,34.405,-16.52,0.9053947368421053,0.03,-1.04,-3.2,-0.06,0.02,11327.43,6828.43,4499.0,18,15,10,7,0,* Est. Manufacturing; GMP flat; small issue; limited buzz
ACME Solar Holdings,13-Nov-24,Solar Energy/IPP,10,289,251.0,253.15,-13.14878892733564,-12.40484429065744,0.7439446366782025,3.54,0.97,3.1,0.39,0.7,2.75,1.730104,3.460208,3.460208,3.460208,5.190311,170.25,2.66,25.06,82.56,0.14719530102790013,0.03,-1.04,-3.2,-0.06,0.42,2900.0,2395.0,505.0,25,25,20,15,10,* Est. Biofuel/ethanol; GMP 35; clean energy theme; moderate buzz
Niva Bupa Health Insurance,14-Nov-24,Health Insurance,10,74,78.14,74.02,5.594594594594596,0.02702702702702165,-5.567567567567574,2.06,0.67,2.72,0.65,1.17,1.8,4.054054,2.702703,2.702703,1.351351,1.351351,38.6,0.12,165.18,17.08,4.2792746113989635,0.74,0.59,-1.26,-1.37,-0.02,3000.0,800.0,2200.0,0,0,0,0,0,* Est. Digital tech; GMP flat; moderate interest
Zinka Logistics (BlackBuck),22-Nov-24,Logistics Tech/TMS,10,273,280.9,260.05,2.893772893772885,-4.743589743589739,-7.637362637362624,2.76,0.23,1.64,0.24,0.32,1.86,0.0,3.663004,9.157509,10.989011,10.25641,38.0,4.83,34.405,-43.85,0.9053947368421053,-1.31,-1.36,-4.33,-1.47,-0.42,1114.72,550.0,564.72,30,25,10,0,0,* Est. Fabrication; negative GMP; limited buzz; tepid sentiment
NTPC Green Energy,27-Nov-24,Renewable Energy,10,108,111.5,121.65,3.240740740740741,12.63888888888889,9.398148148148152,3.32,0.81,3.44,0.33,0.94,2.42,2.777778,1.851852,0.925926,1.851852,1.851852,153.44,2.05,259.55,92.81,1.6915406673618354,-1.8,-2.88,-6.08,-0.44,-0.88,10000.0,10000.0,0.0,3,2,2,2,2,* Est. Niche medical; GMP -45; negative sentiment; YT avoid; very small
Enviro Infra Engineers,29-Nov-24,Water/STP Infrastructure,35,148,220.0,207.07,48.64864864864865,39.91216216216215,-8.736486486486491,157.05,153.8,24.48,2.08,12.52,89.9,37.162162,33.783784,33.783784,33.783784,22.297297,33.45,0.8,24.68,23.23,0.7378176382660687,-0.78,-2.23,-6.05,3.73,-0.88,650.3,572.35,77.95,15,27,30,33,50,* Est. Freight/logistics; GMP -50; commodity-linked; Twitter: strong avoid
Suraksha Diagnostic,06-Dec-24,Diagnostics/Pathology,10,441,438.0,417.25,-0.6802721088435374,-5.385487528344671,-4.705215419501134,1.74,1.4,0.94,0.11,0.25,1.27,1.587302,1.133787,1.133787,0.907029,0.680272,79.65,0.2,94.81,33.66,1.1903327055869428,-1.27,2.42,-1.1,1.51,0.42,846.25,0.0,846.25,0,0,0,0,7,* Est. Agri-inputs; GMP 10; rural India theme; decent retail interest
One Mobikwik Systems,18-Dec-24,Fintech/BNPL,10,279,528.01,528.0,89.250896,89.247312,-0.003584,125.82,114.7,141.78,7.73,67.6,119.38,46.594982,55.555556,57.34767,55.555556,57.34767,38.0,0.0,113.32,42.0,2.9821052631578944,-0.52,-0.65,4.31,0.65,-0.42,572.0,572.0,0.0,120,127,100,90,109,* Est. WeWork India; negative GMP; global WeWork baggage; institutional only
Sai Life Sciences,18-Dec-24,CDMO Pharma,10,549,764.65,764.65,39.28051,39.28051,0.0,29.78,4.99,1.39,0.5,3.2,10.27,7.650273,6.375228,4.007286,3.642987,3.642987,50.0,0.85,126.42,400.0,2.5284,-0.18,-0.58,4.68,0.55,0.02,3042.62,950.0,2092.62,400,380,400,380,400,* Est. Tata NBFC; GMP flat; massive issue; tepid retail; anchor-heavy
Vishal Mega Mart,18-Dec-24,Value Retail,10,78,104.0,111.88,43.50000000000001,43.50000000000001,0.0,85.11,15.01,2.43,7.32,20.41,28.75,201.282051,193.589744,176.923077,182.051282,173.076923,22.17,0.73,157.63,4.18,7.110058637798827,-0.4,0.63,0.51,-0.25,0.82,8000.0,0.0,8000.0,110,120,120,135,142,* Est. LG India; GMP 552; strong brand; Subscribe consensus YT/Twitter; CLSA/Motilal positive
Concord Enviro Systems,27-Dec-24,Water Treatment/Evaporators,35,701,827.11,764.65,17.990014,9.079886,-8.910128,17.32,14.2,5.55,0.84,1.25,10.67,9.985735,5.991441,5.420827,3.851641,5.420827,95.33,0.75,203.82,20.48,2.1380467848526172,-0.4,0.63,0.51,-0.25,0.42,500.33,175.0,325.33,30,35,33,38,27,* Est. AMC; GMP 35; wealth mgmt theme; Nifty bull; moderate excitement
DAM Capital Advisors,27-Dec-24,Investment Banking/Capital Markets,35,283,415.1,415.1,46.678445,46.678445,0.0,80.75,14.24,2.31,0.51,1.54,27.28,6.360424,6.360424,6.360424,6.360424,7.420495,130.91,0.0,77.23,14.01,0.5899472920326942,-0.4,0.63,0.51,-0.25,0.82,840.25,840.25,0.0,20,25,18,21,18,* Est. Specialty pharma CDMO; GMP 148; Nuvama managed; strong Subscribe buzz
Mamata Machinery,27-Dec-24,Packaging Machinery,35,243,600.0,630.0,146.9135802469136,159.2592592592593,12.3456790123457,235.88,274.38,138.08,0.59,1.24,194.95,37.037037,27.572016,22.633745,22.633745,28.806584,39.07,0.47,35.01,16.33,0.8960839518812388,-2.3,-1.8,2.83,-2.53,0.42,179.39,0.0,179.39,75,75,75,75,55,* Est. Life insurance; Canara+HSBC brand; GMP 6; moderate institutional interest
Transrail Lighting,27-Dec-24,Power Transmission/EPC,35,432,553.56,553.55,28.138889,28.136574,-0.002315,166.33,98.47,26.77,2.75,6.98,81.87,38.194444,39.351852,39.351852,35.185185,36.574074,23.63,0.25,23.9,56.6,1.011426153195091,-2.3,-1.8,2.83,-2.53,0.42,840.25,840.25,0.0,100,105,142,165,152,* Est. Industrial mfg; GMP 76; moderate buzz
Sanathan Textiles,27-Dec-24,Polyester/Textiles,35,321,388.35,388.35,20.981308,20.981308,0.0,79.59,44.39,9.31,16.48,37.75,36.9,80.996885,77.88162,77.88162,77.88162,66.978193,178.39,0.09,16.59,19.94,0.09299848646224565,-2.3,-1.8,2.83,-2.53,-0.42,550.0,400.0,150.0,105,110,175,188,250,* Est. FMCG Norwegian parent; negative GMP; niche; moderate institutional
International Gemmological Institute (IGI),20-Dec-24,Gem Certification/Services,10,417,471.17,471.17,12.990408,12.990408,0.0,201.06,76.4,22.04,2.07,5.31,80.78,45.563549,44.364508,44.364508,41.966427,44.604317,55.05,0.56,24.87,11.71,0.4517711171662126,-2.3,-1.8,2.83,-2.53,-0.42,4050.0,1300.0,2750.0,125,125,140,165,175,* Est. Helmets; negative GMP; moderate concerns; tepid sentiment
Inventurus Knowledge Solutions,19-Dec-24,Healthcare IT/AI,10,1329,1960.81,1960.81,47.540256,47.540256,0.0,75.62,42.17,8.82,0.45,1.43,35.05,6.772009,4.890895,4.288939,2.48307,2.784048,29.28,0.3,20.24,7.66,0.6912568306010928,-2.3,-1.8,2.83,-2.53,0.02,2497.92,0.0,2497.92,33,33,33,35,33,* Est. Eyewear D2C; loss-making; SoftBank backed; GMP flat; mixed YT views
Carraro India,30-Dec-24,Auto Gears/Agricultural,35,704,651.0,636.2,-7.528409090909091,-9.630681818181811,-2.10227272727272,2.21,0.6,0.71,0.09,0.22,1.12,-4.261364,-4.971591,-5.681818,-6.392045,-7.102273,64.79,0.3,40.23,8.3,0.6209291557339095,-2.9,-2.43,2.12,-0.83,0.42,1250.0,1250.0,0.0,0,0,0,0,0,* Est. Fintech POS; Temasek backed; GMP 32; moderate institutional interest
Senores Pharmaceuticals,30-Dec-24,Specialty Pharma/Generic,35,391,600.0,557.05,53.45268542199489,42.46803069053708,-10.98465473145781,94.66,96.11,89.22,1.78,13.93,93.41,63.938619,61.381074,61.381074,56.777494,56.777494,34.48,1.07,37.6,20.7,1.0904872389791185,-2.9,-2.43,2.12,-0.83,0.82,582.11,500.0,82.11,150,150,150,175,222,* Est. Fintech broker; GMP 32; massive retail fanbase; YT/Twitter: Subscribe
Ventive Hospitality,30-Dec-24,Luxury Hotels/Hospitality,10,643,716.0,704.35,11.35303265940902,9.54121306376361,-1.81181959564541,9.08,13.85,5.87,0.71,1.28,9.8,10.88647,10.108865,10.108865,10.108865,6.998445,66.04,1.23,52.0,45.6,0.7874015748031495,-2.9,-2.43,2.12,-0.83,0.82,1600.0,1600.0,0.0,55,55,55,50,45,* Est. EdTech; GMP 46; Alakh Pandey brand; youth buzz; Subscribe consensus
