IPO Name,Listing Date,Sector,Retail Quota (%),Issue Price Upper,Listing Price (₹),Closing Price NSE,Listing Gain (%),Listing gains on closing Basis (%),Day Change After Listing (%),QIB Day3 Subscription,HNI/NII Day3 Subscription,Retail Day3 Subscription,Day1 Subscription,Day2 Subscription,Day3 Subscription,GMP percentage D1,GMP percentage D2,GMP percentage D3,GMP percentage D4,GMP percentage D5,Peer PE,Debt/Equity,IPO PE,Latest EBIDTA,PE vs Sector Ratio,"Nifty 3D
Return (%)","Nifty 1W
Return (%)","Nifty 1M
Return (%)","Nifty During
IPO Window (%)",Market Sentiment Score,Issue Size (₹ Cr),Fresh Issue,OFS,GMP Day-1,GMP Day-2,GMP Day-3,GMP Day-4,GMP Day-5,Sentiment Source Note
VMS TMT,24-Sep-25,Steel/TMT,50,99,105,99.65,6.0606060606060606,0.6565656565656623,-5.404040404040398,120.8,227.09,47.88,8.4,21.75,102.26,20.2020202020202,24.242424242424242,24.242424242424242,24.242424242424242,19.19191919191919,12.63,3.77,33.33,5.91,1.2,0.009300000000000001,0.0149,0.0252,0.0073,0.02,148.5,148.5,0.0,20,24,24,24,19,* Est. Steel TMT; GMP flat; small issue; tepid response
iValue Infosolutions,25-Sep-25,IT Distribution,35,299,285,281.85,-4.682274247491639,-5.73578595317725,-1.0535117056856107,3.18,1.26,1.28,0.28,0.89,1.82,7.023411371237458,7.023411371237458,6.0200668896321075,6.0200668896321075,2.0066889632107023,10.15,0.08,18.71,13.99,1.22,0.0086,0.0143,0.0284,-0.0001,-0.42,560.29,0.0,560.29,21,21,18,18,6,* Est. IT distribution; negative GMP; tepid QIB; YT cautious
GK Energy,26-Sep-25,Power/Energy,35,153,171,167.74,11.764705882352942,9.633986928104582,-2.13071895424836,186.29,122.72,20.79,2.57,6.41,89.62,30.065359477124183,30.065359477124183,23.529411764705884,17.647058823529413,13.72549019607843,26.55,0.74,23.29,18.24,1.22,0.0141,0.0167,0.022,-0.0087,0.42,464.26,400.0,64.26,46,46,36,27,21,* Est. Energy/power; GMP 15; decent retail; power sector tailwinds
Saatvik Green Energy,26-Sep-25,Renewables/Solar,35,465,465,440.7,0.0,-5.225806451612905,-5.225806451612905,10.84,10.04,2.66,0.59,1.09,6.57,16.129032258064516,16.129032258064516,13.978494623655914,7.096774193548387,2.150537634408602,52.49,1.36,27.63,16.4,1.36,0.0141,0.0167,0.022,-0.0087,-0.42,900.0,700.0,200.0,75,75,65,33,10,* Est. Solar; negative GMP; capex/margin concern; YT mixed
Ganesh Consumer,29-Sep-25,FMCG/Consumer,35,322,296,294.3,-8.074534161490684,-8.602484472049687,-0.5279503105590031,4.18,4.34,1.15,0.12,0.41,2.67,4.658385093167702,4.658385093167702,4.658385093167702,3.7267080745341614,3.1055900621118013,38.65,0.22,36.72,8.61,1.17,0.0035,0.0085,0.0139,-0.0062,-0.42,408.8,130.0,278.8,15,15,15,12,10,* Est. FMCG; negative GMP; competitive market; tepid response
Atlanta Electricals,29-Sep-25,Electrical/Engineering,35,754,857,823.35,13.660477453580901,9.197612732095493,-4.462864721485408,194.92,54.2,10.42,0.97,3.06,70.59,19.363395225464192,19.363395225464192,18.56763925729443,13.52785145888594,17.90450928381963,46.06,0.4,48.86,16.07,1.23,0.0035,0.0085,0.0139,-0.0062,0.42,687.34,400.0,287.34,146,146,140,102,135,* Est. Electrical equip; GMP 70; power sector theme; decent retail
Jaro Education,30-Sep-25,Education/EdTech,35,890,890,744.25,0.0,-16.376404494382022,-16.376404494382022,35.35,35.48,8.71,0.87,1.95,22.06,11.685393258426966,11.685393258426966,13.48314606741573,14.606741573033707,12.359550561797754,22.5,0.3,38.16,33.12,1.27,-0.005,0.0053,0.0061,-0.0058,-0.82,450.0,170.0,280.0,104,104,120,130,110,* Est. EdTech; GMP -146; high burn; loss-making; Twitter/YT: strong avoid
Solarworld Energy,30-Sep-25,Renewables/Solar,10,351,389,323.25,10.826210826210826,-7.905982905982906,-18.732193732193732,70.43,64.73,49.15,1.23,4.0,65.01,9.401709401709402,17.94871794871795,18.51851851851852,18.51851851851852,16.524216524216524,83.85,0.37,39.48,19.6,1.27,-0.005,0.0053,0.0061,-0.0058,-0.42,490.0,440.0,50.0,33,63,65,65,58,* Est. Solar; negative GMP; commodity risk; moderate concerns
Anand Rathi Share Brokers,30-Sep-25,Capital Markets,35,414,432,445.55,4.3478260869565215,7.620772946859906,3.272946859903384,43.8,28.6,4.78,0.41,1.11,20.66,12.077294685990339,12.077294685990339,12.077294685990339,12.077294685990339,12.077294685990339,17.2,1.71,25.06,36.81,1.36,-0.005,0.0053,0.0061,-0.0058,0.42,745.0,745.0,0.0,50,50,50,50,50,* Est. Broking/wealth; GMP 32; Nifty bull supports; decent retail buzz
Seshaasai Technologies,30-Sep-25,Technology/Print,35,423,432,411.45,2.127659574468085,-2.7304964539007117,-4.858156028368796,189.63,49.89,9.17,0.99,3.09,68.13,25.29550827423168,26.47754137115839,21.27659574468085,18.912529550827422,13.002364066193854,,0.37,30.79,25.13,1.23,-0.005,0.0053,0.0061,-0.0058,-0.02,813.07,480.0,333.07,107,112,90,80,55,* Est. Tech services; negative GMP; moderate buzz
BMW Ventures,01-Oct-25,NBFC/FinTech,75,99,78,74.1,-21.21212121212121,-25.151515151515156,-3.9393939393939448,3.09,3.03,0.99,0.11,0.22,1.5,8.080808080808081,8.080808080808081,8.080808080808081,8.080808080808081,8.080808080808081,43.46,2.04,26.12,4.24,1.22,-0.01,-0.0028,0.0034,-0.0111,-0.82,231.66,231.66,0.0,8,8,8,8,8,* Est. Small cap; negative GMP; unclear model; Twitter/YT: avoid
EPACK Prefab,01-Oct-25,Building Materials,35,204,184,190.66,-9.803921568627452,-6.539215686274512,3.2647058823529393,5.1,3.68,1.69,0.3,0.69,3.07,9.803921568627452,7.352941176470588,9.803921568627452,8.823529411764707,7.8431372549019605,28.91,0.15,34.52,10.39,1.17,-0.01,-0.0028,0.0034,-0.0111,-0.42,504.0,300.0,204.0,20,15,20,18,16,* Est. Prefab construction; negative GMP; affordable housing moderate interest
Jain Resource Recycling,01-Oct-25,Recycling,10,232,265,318.06,14.224137931034482,37.0948275862069,22.870689655172413,25.29,5.3,3.62,0.73,1.24,15.9,6.896551724137931,8.620689655172415,12.931034482758621,9.051724137931034,7.758620689655173,46.45,0.92,35.86,5.17,1.4,-0.01,-0.0028,0.0034,-0.0111,0.82,1250.0,500.0,750.0,16,20,30,21,18,* Est. Recycling/ESG; GMP 86; circular economy; retail Subscribe buzz YT
Jinkushal Industries,03-Oct-25,Manufacturing,35,121,125,121.66,3.3057851239669422,0.5454545454545426,-2.7603305785123995,35.66,146.39,47.1,2.29,5.11,65.1,19.00826446280992,19.00826446280992,14.87603305785124,16.52892561983471,17.355371900826448,18.0,0.58,24.21,7.52,1.2,-0.0107,-0.0108,0.0075,-0.0161,0.02,116.11,104.49,11.61,23,23,18,20,21,* Est. Manufacturing; GMP flat; small issue; limited buzz
TruAlt Bioenergy,03-Oct-25,Renewables/Bioenergy,35,496,545,530.95,9.879032258064516,7.046370967741945,-2.832661290322571,159.22,98.56,11.0,0.44,0.81,71.92,11.088709677419354,12.096774193548388,15.524193548387096,15.524193548387096,17.741935483870968,28.48,2.02,29.01,16.2,1.36,-0.0107,-0.0108,0.0075,-0.0161,0.42,839.28,750.0,89.28,55,60,77,77,88,* Est. Biofuel/ethanol; GMP 35; clean energy theme; moderate buzz
Pace Digitek,06-Oct-25,Technology,35,219,255,217.99,16.438356164383563,-0.461187214611868,-16.899543378995432,1.6,2.9,1.03,0.16,0.38,1.59,9.132420091324201,10.502283105022832,9.132420091324201,12.32876712328767,6.8493150684931505,48.91,0.13,16.94,20.71,1.27,-0.0124,-0.021,-0.0031,-0.0103,-0.02,819.15,819.15,0.0,20,23,20,27,15,* Est. Digital tech; GMP flat; moderate interest
Fabtech Technologies,07-Oct-25,Engineering,35,191,192,182.4,0.5235602094240838,-4.502617801047117,-5.0261780104712015,2.02,1.97,2.08,0.7,1.0,2.03,17.277486910994764,17.277486910994764,17.277486910994764,1.5706806282722514,1.0471204188481675,18.28,0.32,,14.07,1.2,-0.0205,-0.0265,-0.0023,-0.0018,-0.42,230.35,230.35,0.0,33,33,33,3,2,* Est. Fabrication; negative GMP; limited buzz; tepid sentiment
Glottis,07-Oct-25,Healthcare/Pharma,40,129,84,83.7,-34.883720930232556,-35.116279069767444,-0.2325581395348877,1.87,2.97,1.42,0.42,0.93,2.05,15.503875968992247,15.503875968992247,11.627906976744185,13.953488372093023,11.627906976744185,21.77,0.22,21.22,8.34,1.22,-0.0205,-0.0265,-0.0023,-0.0018,-0.88,307.0,160.0,147.0,20,20,15,18,15,* Est. Niche medical; GMP -45; negative sentiment; YT avoid; very small
Om Freight Forwarders,08-Oct-25,Logistics,35,135,82,85.57,-39.25925925925926,-36.61481481481482,2.6444444444444386,3.97,7.39,2.75,2.77,4.45,7.7,7.407407407407407,7.407407407407407,7.407407407407407,1.4814814814814814,5.185185185185185,16.52,0.17,20.68,7.69,1.17,-0.0168,-0.0225,0.005500000000000001,0.008199999999999999,-0.88,122.32,24.44,97.88,10,10,10,2,7,* Est. Freight/logistics; GMP -50; commodity-linked; Twitter: strong avoid
Advance Agrolife,08-Oct-25,Agrochemicals,35,100,114,108.3,14.0,8.299999999999997,-5.700000000000003,27.31,175.3,23.06,0.42,1.87,56.77,11.0,11.0,15.0,10.0,15.0,25.8,0.8,25.06,9.61,1.27,-0.0168,-0.0225,0.005500000000000001,0.008199999999999999,0.42,192.86,192.86,0.0,11,11,15,10,15,* Est. Agri-inputs; GMP 10; rural India theme; decent retail interest
WeWork India Management,10-Oct-25,Commercial RE/Flex,10,648,650,628.65,0.30864197530864196,-2.9861111111111147,-3.2947530864197567,1.79,0.23,0.61,0.04,0.13,1.15,2.314814814814815,2.314814814814815,2.314814814814815,0.9259259259259259,0.9259259259259259,59.38,0.65,65.65,63.41,1.22,0.0074,-0.0088,0.0086,0.0097,-0.42,3000.0,0.0,3000.0,15,15,15,6,6,* Est. WeWork India; negative GMP; global WeWork baggage; institutional only
Tata Capital,13-Oct-25,Financial Services,35,326,330,330.5,1.2269938650306749,1.3803680981595092,0.15337423312883436,3.42,1.98,1.1,0.39,0.75,1.95,5.214723926380368,5.214723926380368,2.4539877300613497,3.6809815950920246,2.4539877300613497,24.95,,37.78,,1.2,0.0105,0.0001,0.0128,0.0086,0.02,15511.87,6846.0,8665.87,17,17,8,12,8,* Est. Tata NBFC; GMP flat; massive issue; tepid retail; anchor-heavy
LG Electronics India,14-Oct-25,Consumer Electronics,35,1140,1710,1689.9,50.0,48.236842105263165,-1.7631578947368354,166.51,22.44,3.54,1.04,3.32,54.02,14.736842105263158,21.92982456140351,27.63157894736842,26.31578947368421,26.31578947368421,28.66,0.0,35.12,12.76,1.31,0.019,0.0172,0.0147,-0.0013,0.82,11607.01,0.0,11607.01,168,250,315,300,300,* Est. LG India; GMP 552; strong brand; Subscribe consensus YT/Twitter; CLSA/Motilal positive
Canara Robeco AMC,16-Oct-25,Asset Management,35,266,280,300.45,5.2631578947368425,12.95112781954887,7.687969924812027,25.92,6.45,1.91,0.23,0.48,9.74,5.639097744360902,5.639097744360902,5.639097744360902,5.639097744360902,5.639097744360902,34.0,,27.82,65.41,1.27,0.0061,0.0177,0.0123,0.0096,0.42,1326.13,0.0,1326.13,15,15,15,15,15,* Est. AMC; GMP 35; wealth mgmt theme; Nifty bull; moderate excitement
Rubicon Research,16-Oct-25,Pharma/CDMO,10,485,620,628.2,27.835051546391753,29.525773195876297,1.6907216494845443,130.26,97.61,35.47,0.51,2.37,103.89,15.876288659793815,16.082474226804123,17.52577319587629,21.649484536082475,20.20618556701031,26.55,0.73,59.45,20.67,1.38,0.0061,0.0177,0.0123,0.0096,0.82,1377.5,500.0,877.5,77,78,85,105,98,* Est. Specialty pharma CDMO; GMP 148; Nuvama managed; strong Subscribe buzz
Canara HSBC Life Insurance,17-Oct-25,Insurance,35,106,106,111.42,0.0,5.1132075471698135,5.1132075471698135,7.05,0.33,0.42,0.09,0.27,2.29,0.0,0.0,0.0,0.0,0.0,82.22,,86.18,1.87,1.19,0.0042,0.0139,0.0165,0.0018,0.42,2517.5,0.0,2517.5,0,0,0,0,0,* Est. Life insurance; Canara+HSBC brand; GMP 6; moderate institutional interest
Midwest,24-Oct-25,Engineering,35,1065,1165,1140.5,9.389671361502348,7.089201877934272,-2.300469483568076,139.87,168.05,24.21,1.84,11.73,87.86,1.8779342723004695,1.8779342723004695,11.267605633802816,16.431924882629108,14.084507042253522,12.73,0.43,28.88,27.43,1.23,0.0015,0.0111,0.0083,0.0153,0.42,451.0,250.0,201.0,20,20,120,175,150,* Est. Industrial mfg; GMP 76; moderate buzz
Orkla India,06-Nov-25,FMCG,35,730,750,713.65,2.73972602739726,-2.2397260273972632,-4.979452054794523,117.63,54.42,7.05,0.79,2.7,48.73,15.753424657534246,12.73972602739726,10.684931506849315,13.013698630136986,9.726027397260275,85.9,0.0,39.04,16.6,1.11,0.0017,0.0036,0.0351,-0.0022,-0.42,1667.54,0.0,1667.54,115,93,78,95,71,* Est. FMCG Norwegian parent; negative GMP; niche; moderate institutional
Studds Accessories,07-Nov-25,Auto/Accessories,35,585,565,560.3,-3.4188034188034186,-4.22222222222223,-0.8034188034188117,159.99,76.99,22.09,1.54,5.08,73.25,10.256410256410257,10.256410256410257,9.743589743589743,11.11111111111111,11.452991452991453,,0.05,33.05,17.96,1.17,0.01,0.0072,0.0467,-0.0127,-0.42,455.49,0.0,455.49,60,60,57,65,67,* Est. Helmets; negative GMP; moderate concerns; tepid sentiment
Lenskart Solutions,07-Nov-25,Retail/Eyewear,10,402,395,403.1,-1.7412935323383085,0.27363184079602554,2.014925373134334,40.35,18.23,7.53,1.13,2.02,28.26,18.65671641791045,16.915422885572138,15.422885572139304,23.6318407960199,14.925373134328359,,23.61,235.09,14.6,,0.01,0.0072,0.0467,-0.0127,0.02,7278.02,2150.0,5128.02,75,68,62,95,60,* Est. Eyewear D2C; loss-making; SoftBank backed; GMP flat; mixed YT views
Pine Labs,14-Nov-25,FinTech/Payments,10,221,242,252.0,9.502262443438914,14.027149321266968,4.524886877828054,4.0,0.3,1.22,0.13,0.56,2.46,11.312217194570136,9.049773755656108,3.167420814479638,2.262443438914027,1.8099547511312217,48.87,0.21,,10.32,,-0.0083,-0.0209,0.0247,0.0025,0.42,3899.91,2080.0,1819.91,25,20,7,5,4,* Est. Fintech POS; Temasek backed; GMP 32; moderate institutional interest
Groww (Nextbillion Technology),12-Nov-25,FinTech/Broking,10,100,112,131.33,12.0,31.330000000000013,19.330000000000013,22.02,14.2,9.43,0.57,1.64,17.6,15.0,17.0,17.0,15.0,6.0,19.95,0.03,33.78,60.77,,-0.0112,-0.007800000000000001,0.04679999999999999,-0.0098,0.82,6632.3,1060.0,5572.3,15,17,17,15,6,* Est. Fintech broker; GMP 32; massive retail fanbase; YT/Twitter: Subscribe
Physicswallah,18-Nov-25,EdTech,10,109,145,155.24,33.027522935779814,42.42201834862386,9.394495412844044,2.7,0.48,1.06,0.08,0.13,1.81,5.504587155963303,3.669724770642202,3.669724770642202,1.834862385321101,1.834862385321101,22.0,0.38,33.03,6.69,,-0.0009,-0.005699999999999999,0.0186,0.0118,0.82,3480.0,3100.0,380.0,6,4,4,2,2,* Est. EdTech; GMP 46; Alakh Pandey brand; youth buzz; Subscribe consensus
Emmvee Photovoltaic,18-Nov-25,Renewables/Solar,10,217,217,219.4,0.0,1.1059907834101408,1.1059907834101408,1.26,0.3,1.1,0.09,0.17,0.97,9.216589861751151,9.216589861751151,9.216589861751151,3.225806451612903,1.8433179723502304,50.88,2.55,40.71,30.91,1.36,-0.0009,-0.005699999999999999,0.0186,0.0118,0.02,2900.0,2143.86,756.14,20,20,20,7,4,* Est. Solar mfg; GMP 3; moderate renewable theme interest
Tenneco Clean Air India,19-Nov-25,Auto Components,35,397,505,490.8,27.20403022670025,23.627204030226704,-3.5768261964735473,166.42,40.74,5.11,0.42,2.93,58.83,16.3727959697733,14.6095717884131,14.6095717884131,21.410579345088163,18.89168765743073,50.41,0.31,29.02,16.67,1.27,0.0073,-0.0027,0.0259,0.0072,0.78,3600.0,0.0,3600.0,65,58,58,85,75,* Est. Auto components exhaust; GMP 95; decent institutional; Motilal positive
Fujiyama Power Systems,20-Nov-25,Power Equipment,35,228,220,208.44,-3.508771929824561,-8.578947368421053,-5.0701754385964914,5.15,0.88,1.0,0.09,0.4,2.14,0.0,0.0,0.0,0.0,0.0,48.47,0.87,44.68,16.13,1.22,0.015,0.0109,0.0276,0.0013,-0.42,828.0,600.0,228.0,0,0,0,0,0,* Est. Power systems; negative GMP; limited buzz; small issue
Capillary Technologies,21-Nov-25,SaaS/Retail Tech,10,577,572,606.5,-0.8665511265164645,5.112651646447141,5.979202772963605,57.27,69.84,15.82,0.28,0.52,52.95,8.665511265164644,8.665511265164644,8.665511265164644,8.665511265164644,4.852686308492201,34.34,0.18,,13.13,,0.0119,0.0145,0.0235,0.0052,0.42,877.5,345.0,532.5,50,50,50,50,28,* Est. SaaS loyalty platform; GMP 32; B2B; moderate institutional interest
Excelsoft Technologies,26-Nov-25,EdTech,35,120,135,125.97,12.5,4.974999999999999,-7.525000000000001,47.55,101.69,15.62,1.45,6.89,43.19,16.666666666666668,14.166666666666666,14.166666666666666,14.166666666666666,12.5,32.9,0.05,39.87,31.4,1.27,0.0012,0.0084,0.0232,0.0109,0.42,500.0,180.0,320.0,20,17,17,17,15,* Est. EdTech software; GMP 6; moderate buzz
Sudeep Pharma,28-Nov-25,Pharma/API,35,593,730,774.15,23.102866779089375,30.548060708263062,7.445193929173687,213.08,116.72,15.65,1.42,5.09,93.71,15.177065767284992,21.922428330522767,18.54974704890388,18.54974704890388,14.33389544688027,,0.2,48.29,39.7,1.36,0.0069,0.0121,0.0188,-0.0089,0.82,895.0,95.0,800.0,90,130,110,110,85,* Est. API/pharma mfr; GMP 182; sector tailwinds; YT Subscribe consensus
Meesho,10-Dec-25,E-commerce,10,111,163,170.09,46.846846846846844,53.234234234234236,6.387387387387392,120.18,38.15,19.04,2.35,7.97,79.02,37.83783783783784,37.83783783783784,42.34234234234234,40.54054054054054,37.83783783783784,599.57,0.09,,-285.4,,-0.006999999999999999,0.005699999999999999,0.006,0.0001,0.82,5421.2,4250.0,1171.2,42,42,47,45,42,* Est. Social commerce; GMP 60; SoftBank backed; massive retail base; Subscribe
Aequs,10-Dec-25,Aerospace/Defense,10,124,140,151.29,12.903225806451612,22.008064516129025,9.104838709677413,120.92,80.62,78.05,3.42,11.1,101.63,35.483870967741936,35.483870967741936,38.70967741935484,36.29032258064516,34.67741935483871,85.61,0.99,,11.68,1.36,-0.006999999999999999,0.005699999999999999,0.006,0.0001,0.78,921.81,670.0,251.81,44,44,48,45,43,* Est. Aerospace mfg; GMP 28; PLI beneficiary; strong institutional interest
Vidya Wires,10-Dec-25,Cables & Wires,35,52,52,53.17,0.0,2.250000000000003,2.250000000000003,5.12,51.98,27.86,2.89,8.26,26.59,21.153846153846153,21.153846153846153,13.461538461538462,13.461538461538462,13.461538461538462,47.82,0.88,27.06,4.32,1.2,-0.006999999999999999,0.005699999999999999,0.006,0.0001,0.02,300.01,274.0,26.01,11,11,7,7,7,* Est. Wires/cables; GMP 2; moderate sentiment; Polycab competition
Wakefit Innovations,15-Dec-25,D2C/Home Goods,10,195,195,192.29,0.0,-1.389743589743594,-1.389743589743594,3.04,1.05,3.17,0.15,0.39,2.52,18.46153846153846,18.46153846153846,18.46153846153846,2.5641025641025643,1.5384615384615385,42.02,0.53,89.45,7.13,,0.0059,-0.0006,0.023,-0.0132,-0.02,1288.89,377.18,911.71,36,36,36,5,3,* Est. D2C sleep products; negative GMP; mixed YT profitability concerns
Corona Remedies,15-Dec-25,Pharma,35,1062,1470,1438.4,38.4180790960452,35.44256120527308,-2.9755178907721174,278.52,208.88,28.73,0.62,9.33,137.04,34.08662900188324,34.08662900188324,26.365348399246706,24.48210922787194,24.48210922787194,36.28,0.1,43.47,20.55,1.4,0.0059,-0.0006,0.023,-0.0132,0.82,655.37,0.0,655.37,362,362,280,260,260,* Est. Branded pharma; GMP 378; strong generics; YT Subscribe consensus; good GMP
NephroPlus,17-Dec-25,Healthcare/Dialysis,35,460,490,471.25,6.521739130434782,2.4456521739130435,-4.076086956521738,27.47,24.27,2.31,0.12,0.36,13.96,5.434782608695652,5.434782608695652,5.434782608695652,5.434782608695652,5.434782608695652,50.95,0.05,161.97,22.05,1.31,-0.0075,-0.0074,0.0136,0.0023,0.02,871.05,353.41,517.64,25,25,25,25,25,* Est. Dialysis chain; GMP 12; healthcare services; moderate interest
Park Medi World,17-Dec-25,Healthcare,35,162,159,147.95,-1.8518518518518519,-8.672839506172847,-6.820987654320995,11.48,15.15,3.16,0.52,0.98,8.1,18.51851851851852,18.51851851851852,15.432098765432098,11.11111111111111,9.25925925925926,89.42,0.61,25.16,26.71,1.27,-0.0075,-0.0074,0.0136,0.0023,-0.42,920.0,770.0,150.0,30,30,25,18,15,* Est. Medical devices dist; negative GMP; small issue; limited buzz
ICICI Prudential AMC,19-Dec-25,Asset Management,35,2165,2600,2585.9,20.092378752886837,19.441108545034645,-0.6512702078521926,123.87,22.04,2.53,0.72,2.11,39.17,5.311778290993072,5.311778290993072,7.482678983833718,10.854503464203233,13.856812933025404,31.5,0.0,36.35,73.07,1.26,-0.0024,-0.0052,0.0079,0.005,0.82,10602.65,0.0,10602.65,115,115,162,235,300,* Est. ICICI brand AMC; GMP 428; strong institutional; Subscribe consensus expected
KSH International,23-Dec-25,Agri/Chemicals,35,384,370,355.0,-3.6458333333333335,-7.552083333333333,-3.9062499999999996,1.06,0.42,0.86,0.15,0.26,0.83,1.8229166666666667,1.8229166666666667,1.8229166666666667,1.8229166666666667,1.8229166666666667,46.45,1.17,38.29,6.35,1.17,0.0105,0.0026,0.005699999999999999,-0.008,-0.42,626.35,420.0,206.35,7,7,7,7,7,* Est. Logistics/shipping; negative GMP; tepid; limited brand recognition
Gujarat Kidney Super Speciality,30-Dec-25,Healthcare,35,114,120,105.54,5.2631578947368425,-7.421052631578942,-12.684210526315784,5.73,19.03,1.54,2.72,5.21,6.14,3.07,2.63,-1.75,0.0,18.4,0.15,38.0,30.0,1.27,1.2,0.004099999999999999,-0.0031,-0.0033,0.008100000000000001,250.8,250.8,0.0,7.0,10,10,10,5,5,
